price_total,location,property_type,square_meters,construction_type,construction_year,floor_number,floor_type
277200,"Манастирски Ливади, София",Тристаен апартамент в София,126 кв.м,Тухла,2024 г.,6 етаж,Not Available
110000,"Свобода, София",Едностаен апартамент в София,44 кв.м,Панел,1980 г.,3 етаж,Непоследен
145000,"Младост 3, София",Едностаен апартамент в София,49 кв.м,Панел,1985 г.,4 етаж,Непоследен
189990,"Модерно Предградие, София",Многостаен апартамент в София,120 кв.м,Панел,1992 г.,8 етаж,Непоследен
165000,"Люлин 9, София",Тристаен апартамент в София,90 кв.м,Панел,1986 г.,8 етаж,Последен етаж
161000,"Люлин 4, София",Тристаен апартамент в София,68 кв.м,Панел,1985 г.,3 етаж,Непоследен
550000,"Център, София",Многостаен апартамент в София,100 кв.м,Тухла,2019 г.,4 етаж,Непоследен
176565,"Зона Б19, София",Тристаен апартамент в София,102 кв.м,Тухла,2027 г.,1 етаж,Партер
115198,"Зона Б19, София",Двустаен апартамент в София,57 кв.м,Тухла,2027 г.,2 етаж,Непоследен
120039,"Зона Б19, София",Едностаен апартамент в София,59 кв.м,Тухла,2027 г.,2 етаж,Непоследен
180000,"Център, София",Двустаен апартамент в София,72 кв.м,Тухла,2024 г.,3 етаж,Непоследен
300000,"Павлово, София",Тристаен апартамент в София,104 кв.м,Тухла,2000 г.,2 етаж,Непоследен
169000,"Младост 4, София",Тристаен апартамент в София,84 кв.м,Тухла,2026 г.,3 етаж,Непоследен
177500,"Малинова Долина, София",Двустаен апартамент в София,67 кв.м,Тухла,2023 г.,3 етаж,Непоследен
95000,"Малинова Долина, София",Двустаен апартамент в София,40 кв.м,Тухла,2024 г.,5 етаж,Непоследен
157500,"Малинова Долина, София",Двустаен апартамент в София,75 кв.м,Тухла,2026 г.,2 етаж,Непоследен
174300,"Малинова Долина, София",Двустаен апартамент в София,83 кв.м,Тухла,2026 г.,2 етаж,Непоследен
145000,"Красна Поляна, София",Двустаен апартамент в София,66 кв.м,Тухла,1970 г.,3 етаж,Непоследен
89633,"Люлин 2, София",Ателие/Студио,48 кв.м,Тухла,2025 г.,3 етаж,Непоследен
179288,"Красна Поляна, София",Тристаен апартамент в София,113 кв.м,Тухла,2026 г.,3 етаж,Непоследен
178890,"Красна Поляна, София",Тристаен апартамент в София,113 кв.м,Тухла,2026 г.,2 етаж,Непоследен
265000,"Кръстова Вада, София",Тристаен апартамент в София,106 кв.м,Тухла,2025 г.,3 етаж,Непоследен
162849,"Красна Поляна, София",Тристаен апартамент в София,102 кв.м,Тухла,2026 г.,4 етаж,Непоследен
97892,"Люлин 2, София",Ателие/Студио,53 кв.м,Тухла,2025 г.,1 етаж,Първи жилищен
159800,"Красна Поляна, София",Тристаен апартамент в София,110 кв.м,Тухла,2026 г.,9 етаж,Непоследен
510000,"Изток, София",Многостаен апартамент в София,193 кв.м,Тухла,1977 г.,7 етаж,Непоследен
158555,"Красна Поляна, София",Тристаен апартамент в София,100 кв.м,Тухла,2026 г.,5 етаж,Непоследен
196080,"Красна Поляна, София",Тристаен апартамент в София,103 кв.м,Тухла,2026 г.,2 етаж,Непоследен
493517,"Център, София",Многостаен апартамент в София,171 кв.м,Тухла,2026 г.,6 етаж,Последен етаж
336802,"Център, София",Тристаен апартамент в София,122 кв.м,Тухла,2026 г.,2 етаж,Първи жилищен
325404,"Център, София",Тристаен апартамент в София,118 кв.м,Тухла,2026 г.,2 етаж,Първи жилищен
317620,"Дианабад, София",Тристаен апартамент в София,117.64 кв.м,Тухла,Not Available,7 етаж,Not Available
247041,"Дианабад, София",Двустаен апартамент в София,89.83 кв.м,Тухла,Not Available,4 етаж,Not Available
344644,"Дианабад, София",Тристаен апартамент в София,130.05 кв.м,Тухла,Not Available,5 етаж,Not Available
227800,"Слатина, София",Двустаен апартамент в София,68 кв.м,Тухла,2008 г.,3 етаж,Непоследен
806000,"Кръстова Вада, София",Многостаен апартамент в София,252 кв.м,Тухла,Not Available,9 етаж,Not Available
339000,"Малинова Долина, София",Тристаен апартамент в София,136 кв.м,Тухла,Not Available,4 етаж,Not Available
178400,"Малинова Долина, София",Двустаен апартамент в София,77.58 кв.м,Тухла,Not Available,4 етаж,Not Available
158555,"Красна Поляна, София",Тристаен апартамент в София,100 кв.м,Тухла,2026 г.,3 етаж,Непоследен
158600,"Красна Поляна, София",Тристаен апартамент в София,100 кв.м,Тухла,2026 г.,9 етаж,Непоследен
549000,"Кръстова Вада, София",Многостаен апартамент в София,171.69 кв.м,Тухла,Not Available,7 етаж,Not Available
157500,"Красна Поляна, София",Тристаен апартамент в София,154 кв.м,Тухла,2026 г.,9 етаж,Непоследен
320000,"Манастирски Ливади, София",Тристаен апартамент в София,125 кв.м,Тухла,2024 г.,5 етаж,Последен етаж
308000,"Манастирски Ливади, София",Тристаен апартамент в София,86 кв.м,Тухла,2020 г.,3 етаж,Непоследен
329900,"Витоша, София",Многостаен апартамент в София,136 кв.м,Тухла,2005 г.,3 етаж,Непоследен
329900,"Витоша, София",Тристаен апартамент в София,136 кв.м,Тухла,2005 г.,3 етаж,Непоследен
603240,"Лозенец, София",Тристаен апартамент в София,201.08 кв.м,Тухла,Not Available,7 етаж,Not Available
189850,"Люлин 4, София",Тристаен апартамент в София,88 кв.м,Панел,1981 г.,7 етаж,Непоследен
309000,"Оборище, София",Тристаен апартамент в София,88 кв.м,Панел,1987 г.,1 етаж,Първи жилищен
199991,"Овча Купел 2, София",Двустаен апартамент в София,65 кв.м,Тухла,2025 г.,7 етаж,Непоследен
239000,"Кръстова Вада, София",Двустаен апартамент в София,75 кв.м,Тухла,2019 г.,3 етаж,Непоследен
157000,"Люлин 4, София",Тристаен апартамент в София,90 кв.м,Тухла,2024 г.,8 етаж,Непоследен
230000,"Гоце Делчев, София",Двустаен апартамент в София,77 кв.м,Тухла,Not Available,8 етаж,Последен етаж
220000,"Гоце Делчев, София",Двустаен апартамент в София,69 кв.м,Тухла,Not Available,1 етаж,Непоследен
256275,"Младост 4, София",Тристаен апартамент в София,114 кв.м,Тухла,Not Available,4 етаж,Непоследен
453970,"Манастирски Ливади, София",Многостаен апартамент в София,172 кв.м,Тухла,Not Available,5 етаж,Непоследен
255000,"Манастирски Ливади, София",Тристаен апартамент в София,97 кв.м,Тухла,Not Available,3 етаж,Непоследен
154900,"Банишора, София",Двустаен апартамент в София,72 кв.м,Тухла,Not Available,12 етаж,Непоследен
67000,"Полигона, София",Едностаен апартамент в София,30 кв.м,Тухла,Not Available,1 етаж,Партер
150000,"Манастирски Ливади, София",Двустаен апартамент в София,69 кв.м,Тухла,Not Available,1 етаж,Партер
332200,"Манастирски Ливади, София",Тристаен апартамент в София,151 кв.м,Тухла,Not Available,5 етаж,Непоследен
120958,"Люлин 5, София",Тристаен апартамент в София,87 кв.м,Тухла,Not Available,2 етаж,Непоследен
751200,"Оборище, София",Многостаен апартамент в София,150 кв.м,Тухла,Not Available,11 етаж,Непоследен
774768,"Оборище, София",Многостаен апартамент в София,161 кв.м,Тухла,Not Available,2 етаж,Непоследен
448050,"Манастирски Ливади, София",Тристаен апартамент в София,190 кв.м,Тухла,2023 г.,3 етаж,Непоследен
174490,"Младост 1, София",Тристаен апартамент в София,80 кв.м,Панел,1980 г.,7 етаж,Непоследен
180000,"Люлин 10, София",Двустаен апартамент в София,73 кв.м,Тухла,2025 г.,2 етаж,Непоследен
295000,"Сердика, София",Многостаен апартамент в София,116 кв.м,ЕПК/ПК,1980 г.,15 етаж,Непоследен
256035,"Надежда 4, София",Тристаен апартамент в София,131 кв.м,Тухла,2025 г.,3 етаж,Непоследен
164500,"Люлин 3, София",Тристаен апартамент в София,88 кв.м,Панел,1982 г.,3 етаж,Непоследен
576341,"Лозенец, София",Многостаен апартамент в София,227 кв.м,Тухла,2028 г.,3 етаж,Непоследен
326400,"Овча Купел 2, София",Мезонет,242 кв.м,Тухла,2025 г.,1 етаж,Партер
262672,"Лозенец, София",Двустаен апартамент в София,87 кв.м,Тухла,2028 г.,7 етаж,Непоследен
199900,"Манастирски Ливади, София",Двустаен апартамент в София,69 кв.м,Тухла,2025 г.,2 етаж,Непоследен
159000,"Бъкстон, София",Двустаен апартамент в София,64 кв.м,ЕПК/ПК,1970 г.,9 етаж,Непоследен
98960,"Витоша, София",Двустаен апартамент в София,62 кв.м,Тухла,2025 г.,3 етаж,Непоследен
149800,"Младост 3, София",Едностаен апартамент в София,48 кв.м,Панел,1986 г.,6 етаж,Непоследен
145000,"Красна Поляна, София",Двустаен апартамент в София,66 кв.м,Тухла,1972 г.,4 етаж,Непоследен
224000,"Дианабад, София",Двустаен апартамент в София,94 кв.м,Тухла,2010 г.,6 етаж,Непоследен
153769,"Красна Поляна, София",Тристаен апартамент в София,97 кв.м,Тухла,2026 г.,9 етаж,Непоследен
154119,"Красна Поляна, София",Тристаен апартамент в София,97 кв.м,Тухла,2026 г.,8 етаж,Непоследен
153181,"Красна Поляна, София",Тристаен апартамент в София,96 кв.м,Тухла,2026 г.,3 етаж,Непоследен
146600,"Красна Поляна, София",Тристаен апартамент в София,96 кв.м,Тухла,2026 г.,9 етаж,Непоследен
153140,"Люлин 6, София",Тристаен апартамент в София,117 кв.м,Тухла,2026 г.,2 етаж,Not Available
140000,"Овча Купел, София",Двустаен апартамент в София,72.34 кв.м,Тухла,2026 г.,1 етаж,Непоследен
154366,"Овча Купел 2, София",Двустаен апартамент в София,90.8 кв.м,Тухла,2026 г.,Not Available,Непоследен
141330,"Овча Купел, София",Двустаен апартамент в София,67.3 кв.м,Тухла,2026 г.,1 етаж,Непоследен
104500,"Младост 1а, София",Едностаен апартамент в София,46.16 кв.м,Тухла,2026 г.,1 етаж,Непоследен
149619,"Красна Поляна, София",Тристаен апартамент в София,94 кв.м,Тухла,2026 г.,3 етаж,Непоследен
218950,"Красна Поляна, София",Многостаен апартамент в София,223 кв.м,Тухла,2026 г.,10 етаж,Последен етаж
171500,"Малинова Долина, София",Тристаен апартамент в София,104 кв.м,Тухла,2027 г.,2 етаж,Непоследен
107000,"Малинова Долина, София",Двустаен апартамент в София,68 кв.м,Тухла,2027 г.,3 етаж,Непоследен
105500,"Малинова Долина, София",Двустаен апартамент в София,62 кв.м,Тухла,2027 г.,2 етаж,Непоследен
196222,"Красна Поляна, София",Многостаен апартамент в София,123 кв.м,Тухла,2026 г.,3 етаж,Непоследен
103500,"Малинова Долина, София",Двустаен апартамент в София,66 кв.м,Тухла,2027 г.,3 етаж,Непоследен
578000,"Център, София",Тристаен апартамент в София,105 кв.м,Тухла,Not Available,4 етаж,Последен етаж
411250,"Симеоново, София",Тристаен апартамент в София,175 кв.м,Тухла,Not Available,1 етаж,Партер
196490,"Овча Купел, София",Тристаен апартамент в София,106 кв.м,Тухла,Not Available,2 етаж,Непоследен
287950,"Овча Купел, София",Тристаен апартамент в София,145 кв.м,Тухла,Not Available,4 етаж,Непоследен
321994,"Овча Купел, София",Тристаен апартамент в София,160 кв.м,Тухла,Not Available,6 етаж,Последен етаж
231739,"Овча Купел, София",Тристаен апартамент в София,115 кв.м,Тухла,Not Available,5 етаж,Непоследен
378000,"Манастирски Ливади, София",Тристаен апартамент в София,119 кв.м,Тухла,Not Available,1 етаж,Непоследен
790000,"Стрелбище, София",Многостаен апартамент в София,216 кв.м,Тухла,Not Available,4 етаж,Непоследен
109000,"Свобода, София",Едностаен апартамент в София,43 кв.м,Панел,Not Available,7 етаж,Непоследен
155000,"Манастирски Ливади, София",Двустаен апартамент в София,54 кв.м,Тухла,Not Available,1 етаж,Непоследен
530000,"Стрелбище, София",Многостаен апартамент в София,191 кв.м,Тухла,Not Available,6 етаж,Непоследен
389500,"Център, София",Многостаен апартамент в София,109 кв.м,Тухла,Not Available,2 етаж,Непоследен
200818,"Люлин 5, София",Тристаен апартамент в София,120 кв.м,Тухла,Not Available,8 етаж,Непоследен
121940,"Люлин 5, София",Двустаен апартамент в София,69 кв.м,Тухла,Not Available,8 етаж,Непоследен
157819,"Люлин 5, София",Тристаен апартамент в София,93 кв.м,Тухла,Not Available,8 етаж,Непоследен
202912,"Люлин 5, София",Многостаен апартамент в София,122 кв.м,Тухла,Not Available,9 етаж,Последен етаж
227573,"Люлин 5, София",Многостаен апартамент в София,135 кв.м,Тухла,Not Available,8 етаж,Непоследен
198644,"Люлин 5, София",Тристаен апартамент в София,120 кв.м,Тухла,Not Available,9 етаж,Последен етаж
181877,"Люлин 5, София",Тристаен апартамент в София,112 кв.м,Тухла,Not Available,6 етаж,Непоследен
264000,"Овча Купел, София",Тристаен апартамент в София,110 кв.м,Тухла,1997 г.,2 етаж,Непоследен
161928,"Овча Купел, София",Тристаен апартамент в София,124.56 кв.м,Тухла,2025 г.,1 етаж,Партер
440000,"Красно Село, София",Мезонет,178 кв.м,Тухла,1990 г.,5 етаж,Последен етаж
220000,"Малинова Долина, София",Тристаен апартамент в София,100 кв.м,Тухла,2025 г.,3 етаж,Непоследен
82500,"Малинова Долина, София",Едностаен апартамент в София,51 кв.м,Тухла,2027 г.,2 етаж,Непоследен
170000,"Гевгелийски, София",Двустаен апартамент в София,60 кв.м,Панел,1979 г.,1 етаж,Първи жилищен
443090,"Манастирски Ливади, София",Многостаен апартамент в София,188 кв.м,Тухла,2023 г.,4 етаж,Непоследен
105000,"Люлин 5, София",Двустаен апартамент в София,48 кв.м,Панел,1980 г.,7 етаж,Последен етаж
355000,"Гео Милев, София",Тристаен апартамент в София,120 кв.м,Тухла,2010 г.,4 етаж,Непоследен
331560,"Манастирски Ливади, София",Тристаен апартамент в София,150 кв.м,Тухла,2024 г.,5 етаж,Непоследен
271000,"Манастирски Ливади, София",Тристаен апартамент в София,123 кв.м,Тухла,2024 г.,5 етаж,Последен етаж
195792,"Красна Поляна, София",Многостаен апартамент в София,123 кв.м,Тухла,2026 г.,2 етаж,Непоследен
198448,"Красна Поляна, София",Многостаен апартамент в София,125 кв.м,Тухла,2026 г.,4 етаж,Непоследен
198019,"Красна Поляна, София",Многостаен апартамент в София,125 кв.м,Тухла,2026 г.,2 етаж,Непоследен
105000,"Люлин 4, София",Едностаен апартамент в София,50 кв.м,Тухла,1979 г.,3 етаж,Непоследен
105000,"Люлин 4, София",Двустаен апартамент в София,50 кв.м,Тухла,1979 г.,3 етаж,Непоследен
184488,"Красна Поляна, София",Многостаен апартамент в София,116 кв.м,Тухла,2026 г.,3 етаж,Непоследен
182490,"Младост 4, София",Двустаен апартамент в София,79 кв.м,Тухла,2028 г.,3 етаж,Непоследен
187000,"Люлин 3, София",Тристаен апартамент в София,100 кв.м,ЕПК/ПК,1985 г.,12 етаж,Непоследен
135000,"Люлин 10, София",Двустаен апартамент в София,63 кв.м,Панел,1990 г.,Not Available,Последен етаж
202000,"Малинова Долина, София",Двустаен апартамент в София,74 кв.м,Тухла,2000 г.,6 етаж,Последен етаж
198500,"Малинова Долина, София",Двустаен апартамент в София,64 кв.м,Тухла,2022 г.,5 етаж,Непоследен
184106,"Красна Поляна, София",Многостаен апартамент в София,116 кв.м,Тухла,2026 г.,2 етаж,Непоследен
470000,"Гео Милев, София",Тристаен апартамент в София,135 кв.м,Тухла,1997 г.,4 етаж,Непоследен
165990,"Люлин 6, София",Двустаен апартамент в София,75 кв.м,ЕПК/ПК,1984 г.,12 етаж,Непоследен
149221,"Красна Поляна, София",Тристаен апартамент в София,94 кв.м,Тухла,2026 г.,2 етаж,Непоследен
288000,"Кръстова Вада, София",Тристаен апартамент в София,161 кв.м,Тухла,2024 г.,5 етаж,Последен етаж
165000,"Сухата река, София",Двустаен апартамент в София,76 кв.м,Тухла,1988 г.,2 етаж,Непоследен
109000,"Дружба 1, София",Двустаен апартамент в София,51 кв.м,Панел,1985 г.,2 етаж,Непоследен
115000,"Малинова Долина, София",Двустаен апартамент в София,65 кв.м,Тухла,2024 г.,1 етаж,Непоследен
120000,"Малинова Долина, София",Двустаен апартамент в София,69 кв.м,Тухла,2024 г.,1 етаж,Непоследен
117756,"Модерно Предградие, София",Тристаен апартамент в София,94 кв.м,Тухла,2025 г.,2 етаж,Непоследен
318845,"Център, София",Тристаен апартамент в София,111 кв.м,Тухла,2026 г.,4 етаж,Непоследен
297942,"Център, София",Тристаен апартамент в София,108 кв.м,Тухла,2026 г.,3 етаж,Непоследен
273658,"Център, София",Двустаен апартамент в София,95 кв.м,Тухла,2026 г.,5 етаж,Непоследен
160326,"Модерно Предградие, София",Тристаен апартамент в София,119 кв.м,Тухла,2026 г.,2 етаж,Непоследен
163981,"Модерно Предградие, София",Тристаен апартамент в София,113 кв.м,Тухла,2026 г.,4 етаж,Непоследен
301440,"Модерно Предградие, София",Многостаен апартамент в София,188 кв.м,Тухла,2024 г.,6 етаж,Последен етаж
206944,"Модерно Предградие, София",Тристаен апартамент в София,153 кв.м,Тухла,2026 г.,1 етаж,Партер
197146,"Модерно Предградие, София",Тристаен апартамент в София,158 кв.м,Тухла,2026 г.,1 етаж,Партер
159656,"Модерно Предградие, София",Тристаен апартамент в София,114 кв.м,Тухла,2026 г.,2 етаж,Непоследен
165990,"Люлин 5, София",Двустаен апартамент в София,75 кв.м,ЕПК/ПК,1984 г.,12 етаж,Непоследен
250000,"Център, София",Тристаен апартамент в София,125 кв.м,Тухла,1940 г.,Not Available,Партер
250000,"Витоша, София",Тристаен апартамент в София,120 кв.м,Тухла,2010 г.,3 етаж,Непоследен
90000,"Малинова Долина, София",Едностаен апартамент в София,41 кв.м,Тухла,Not Available,2 етаж,Not Available
111312,"Студентски Град, София",Едностаен апартамент в София,69 кв.м,Тухла,Not Available,5 етаж,Not Available
265453,"Овча Купел, София",Многостаен апартамент в София,171.26 кв.м,Тухла,Not Available,8 етаж,Not Available
172062,"Овча Купел, София",Тристаен апартамент в София,95.59 кв.м,Тухла,Not Available,8 етаж,Not Available
269230,"Център, София",Двустаен апартамент в София,73.56 кв.м,Тухла,Not Available,6 етаж,Not Available
311093,"Малинова Долина, София",Многостаен апартамент в София,199.46 кв.м,Тухла,Not Available,4 етаж,Not Available
300000,"Захарна Фабрика, София",Двустаен апартамент в София,56 кв.м,ЕПК/ПК,1969 г.,7 етаж,Непоследен
132682,"Драгалевци, София",Двустаен апартамент в София,61 кв.м,Тухла,2025 г.,2 етаж,Непоследен
140000,"Дианабад, София",Двустаен апартамент в София,48 кв.м,ЕПК/ПК,1987 г.,1 етаж,Непоследен
355000,"Лозенец, София",Многостаен апартамент в София,125 кв.м,Тухла,1974 г.,4 етаж,Непоследен
195000,"Витоша, София",Двустаен апартамент в София,67 кв.м,Тухла,2025 г.,2 етаж,Непоследен
255000,"Младост 3, София",Мезонет,136 кв.м,ЕПК/ПК,1986 г.,1 етаж,Непоследен
280000,"Манастирски Ливади, София",Тристаен апартамент в София,127 кв.м,Тухла,2023 г.,4 етаж,Непоследен
329000,"Витоша, София",Тристаен апартамент в София,113 кв.м,Тухла,2017 г.,2 етаж,Непоследен
164900,"Дървеница, София",Двустаен апартамент в София,52 кв.м,Тухла,1970 г.,1 етаж,Първи жилищен
118888,"Дружба 1, София",Двустаен апартамент в София,40 кв.м,ЕПК/ПК,1987 г.,7 етаж,Непоследен
160000,"Зона Б5, София",Двустаен апартамент в София,60 кв.м,Тухла,1914 г.,Not Available,Последен етаж
157361,"Овча Купел, София",Двустаен апартамент в София,78 кв.м,Тухла,2026 г.,1 етаж,Партер
177000,"Овча Купел 1, София",Тристаен апартамент в София,110 кв.м,Тухла,2027 г.,Not Available,Непоследен
179976,"Овча Купел, София",Двустаен апартамент в София,89 кв.м,Тухла,2025 г.,2 етаж,Непоследен
165872,"Овча Купел, София",Двустаен апартамент в София,82 кв.м,Тухла,2025 г.,2 етаж,Непоследен
133368,"Овча Купел, София",Двустаен апартамент в София,66 кв.м,Тухла,2025 г.,2 етаж,Непоследен
129909,"Овча Купел, София",Двустаен апартамент в София,64 кв.м,Тухла,2025 г.,3 етаж,Непоследен
80000,"Захарна Фабрика, София",Едностаен апартамент в София,40 кв.м,Тухла,1959 г.,1 етаж,Първи жилищен
300000,"Сухата река, София",Тристаен апартамент в София,100 кв.м,Панел,2000 г.,5 етаж,Непоследен
107046,"Малинова Долина, София",Двустаен апартамент в София,56.34 кв.м,Тухла,2026 г.,Not Available,Непоследен
289000,"Хиподрума, София",Тристаен апартамент в София,117 кв.м,Тухла,2007 г.,5 етаж,Непоследен
225000,"Малинова Долина, София",Двустаен апартамент в София,62 кв.м,Тухла,Not Available,2 етаж,Непоследен
265000,"Сухата река, София",Тристаен апартамент в София,132 кв.м,Тухла,Not Available,5 етаж,Последен етаж
183266,"Малинова Долина, София",Двустаен апартамент в София,99 кв.м,Тухла,Not Available,8 етаж,Непоследен
173556,"Малинова Долина, София",Двустаен апартамент в София,96 кв.м,Тухла,Not Available,8 етаж,Последен етаж
203436,"Малинова Долина, София",Тристаен апартамент в София,113 кв.м,Тухла,Not Available,7 етаж,Последен етаж
420775,"Манастирски Ливади, София",Многостаен апартамент в София,162 кв.м,Тухла,Not Available,6 етаж,Последен етаж
341000,"Манастирски Ливади, София",Тристаен апартамент в София,118 кв.м,Тухла,Not Available,5 етаж,Непоследен
251015,"Хладилника, София",Двустаен апартамент в София,82 кв.м,Тухла,Not Available,3 етаж,Непоследен
244000,"Манастирски Ливади, София",Тристаен апартамент в София,97 кв.м,Тухла,Not Available,4 етаж,Непоследен
380900,"Манастирски Ливади, София",Тристаен апартамент в София,131 кв.м,Тухла,Not Available,5 етаж,Непоследен
232990,"Бъкстон, София",Двустаен апартамент в София,78 кв.м,Тухла,Not Available,2 етаж,Непоследен
242990,"Бъкстон, София",Двустаен апартамент в София,80 кв.м,Тухла,Not Available,8 етаж,Непоследен
289000,"Белите Брези, София",Тристаен апартамент в София,117 кв.м,Тухла,2007 г.,5 етаж,Непоследен
119764,"Малинова Долина, София",Двустаен апартамент в София,59 кв.м,Тухла,2028 г.,2 етаж,Непоследен
232114,"Малинова Долина, София",Многостаен апартамент в София,114 кв.м,Тухла,2028 г.,2 етаж,Непоследен
280000,"Зона Б5, София",Тристаен апартамент в София,80 кв.м,ЕПК/ПК,1981 г.,9 етаж,Непоследен
120000,"Център, София",Двустаен апартамент в София,60 кв.м,Тухла,2000 г.,3 етаж,Непоследен
155000,"Слатина, София",Двустаен апартамент в София,67 кв.м,Панел,1980 г.,7 етаж,Непоследен
139980,"Витоша, София",Двустаен апартамент в София,60 кв.м,Тухла,2025 г.,1 етаж,Партер
331000,"Манастирски Ливади, София",Мезонет,151 кв.м,Тухла,2024 г.,6 етаж,Последен етаж
146896,"Овча Купел 1, София",Двустаен апартамент в София,75 кв.м,Тухла,2028 г.,2 етаж,Непоследен
80000,"Захарна Фабрика, София",Двустаен апартамент в София,40 кв.м,Тухла,1965 г.,Not Available,Първи жилищен
100000,"Малинова Долина, София",Двустаен апартамент в София,71 кв.м,Тухла,2027 г.,2 етаж,Непоследен
121000,"Студентски Град, София",Двустаен апартамент в София,48 кв.м,Тухла,2019 г.,Not Available,Непоследен
117000,"Студентски Град, София",Двустаен апартамент в София,56 кв.м,Тухла,2019 г.,3 етаж,Непоследен
99900,"Банишора, София",Двустаен апартамент в София,67 кв.м,Тухла,2025 г.,5 етаж,Непоследен
80000,"Захарна Фабрика, София",Двустаен апартамент в София,40 кв.м,Тухла,1960 г.,1 етаж,Първи жилищен
219000,"Младост 2, София",Двустаен апартамент в София,61 кв.м,Тухла,2018 г.,3 етаж,Непоследен
135000,"Овча Купел, София",Едностаен апартамент в София,54 кв.м,Тухла,2025 г.,5 етаж,Непоследен
430000,"Манастирски Ливади, София",Мезонет,189 кв.м,Тухла,2018 г.,1 етаж,Непоследен
117000,"Дружба 1, София",Едностаен апартамент в София,47 кв.м,ЕПК/ПК,1980 г.,1 етаж,Първи жилищен
182500,"Красна Поляна, София",Тристаен апартамент в София,100 кв.м,ЕПК/ПК,1980 г.,12 етаж,Непоследен
410000,"Симеоново, София",Тристаен апартамент в София,152 кв.м,Тухла,2022 г.,1 етаж,Непоследен
179892,"Красна Поляна, София",Тристаен апартамент в София,95 кв.м,Тухла,2026 г.,4 етаж,Непоследен
174845,"Люлин 8, София",Тристаен апартамент в София,103 кв.м,Тухла,2026 г.,2 етаж,Първи жилищен
184212,"Люлин 8, София",Тристаен апартамент в София,108 кв.м,Тухла,2026 г.,3 етаж,Непоследен
163598,"Модерно Предградие, София",Двустаен апартамент в София,99 кв.м,Тухла,2026 г.,6 етаж,Последен етаж
165358,"Модерно Предградие, София",Тристаен апартамент в София,114 кв.м,Тухла,2026 г.,3 етаж,Непоследен
172202,"Модерно Предградие, София",Тристаен апартамент в София,119 кв.м,Тухла,2026 г.,5 етаж,Непоследен
104486,"Модерно Предградие, София",Двустаен апартамент в София,67 кв.м,Тухла,2026 г.,4 етаж,Непоследен
123107,"Модерно Предградие, София",Двустаен апартамент в София,75 кв.м,Тухла,2026 г.,6 етаж,Последен етаж
123090,"Модерно Предградие, София",Двустаен апартамент в София,75 кв.м,Тухла,2026 г.,6 етаж,Последен етаж
89871,"Модерно Предградие, София",Двустаен апартамент в София,62 кв.м,Тухла,2026 г.,4 етаж,Непоследен
255394,"Дружба 1, София",Тристаен апартамент в София,138 кв.м,Тухла,2025 г.,4 етаж,Not Available
300000,"Студентски Град, София",Тристаен апартамент в София,108 кв.м,Тухла,2015 г.,5 етаж,Непоследен
185000,"Център, София",Двустаен апартамент в София,87 кв.м,Тухла,2026 г.,2 етаж,Непоследен
600000,"Център, София",Тристаен апартамент в София,110 кв.м,Тухла,1935 г.,2 етаж,Непоследен
650000,"Център, София",Многостаен апартамент в София,110 кв.м,Тухла,1935 г.,3 етаж,Непоследен
380000,"Манастирски Ливади, София",Многостаен апартамент в София,177 кв.м,Тухла,2024 г.,4 етаж,Непоследен
173000,"Разсадника, София",Двустаен апартамент в София,69 кв.м,ЕПК/ПК,1995 г.,9 етаж,Непоследен
182500,"Красна Поляна, София",Тристаен апартамент в София,100 кв.м,ЕПК/ПК,1985 г.,12 етаж,Непоследен
246255,"Малинова Долина, София",Многостаен апартамент в София,149 кв.м,Тухла,2026 г.,1 етаж,Първи жилищен
346085,"Малинова Долина, София",Многостаен апартамент в София,210 кв.м,Тухла,2026 г.,5 етаж,Последен етаж
215000,"Изток, София",Двустаен апартамент в София,47 кв.м,ЕПК/ПК,2000 г.,1 етаж,Непоследен
310000,"Витоша, София",Многостаен апартамент в София,150 кв.м,Тухла,2005 г.,3 етаж,Непоследен
195000,"Център, София",Двустаен апартамент в София,52 кв.м,Тухла,2000 г.,5 етаж,Непоследен
275000,"Център, София",Двустаен апартамент в София,74 кв.м,Тухла,2000 г.,4 етаж,Непоследен
109900,"Надежда 1, София",Двустаен апартамент в София,55 кв.м,ЕПК/ПК,1989 г.,8 етаж,Непоследен
249999,"Оборище, София",Тристаен апартамент в София,76 кв.м,Панел,1973 г.,7 етаж,Непоследен
340000,"Стрелбище, София",Тристаен апартамент в София,98 кв.м,Тухла,1998 г.,1 етаж,Непоследен
299999,"Сухата река, София",Тристаен апартамент в София,100 кв.м,Панел,2000 г.,5 етаж,Непоследен
259999,"Зона Б5, София",Тристаен апартамент в София,105 кв.м,Тухла,1966 г.,2 етаж,Непоследен
182500,"Красна Поляна, София",Тристаен апартамент в София,100 кв.м,ЕПК/ПК,1980 г.,12 етаж,Непоследен
100000,"Кръстова Вада, София",Двустаен апартамент в София,66 кв.м,Тухла,2027 г.,3 етаж,Непоследен
179999,"Люлин 8, София",Двустаен апартамент в София,95 кв.м,Тухла,2010 г.,6 етаж,Непоследен
185000,"Връбница 1, София",Тристаен апартамент в София,88 кв.м,Панел,1995 г.,3 етаж,Непоследен
190000,"Витоша, София",Двустаен апартамент в София,73 кв.м,Тухла,2012 г.,3 етаж,Непоследен
230000,"Малинова Долина, София",Тристаен апартамент в София,129 кв.м,Тухла,2025 г.,4 етаж,Непоследен
