price_total,location,property_type,square_meters,construction_type,construction_year,floor_number,floor_type
310000.0,Младост 4,Тристаен,107.0,Тухла,2025.0,2.0,Непоследен
275000.0,Кръстова Вада,Тристаен,105.0,Тухла,,2.0,Непоследен
259000.0,Мусагеница,Тристаен,83.0,Панел,1979.0,7.0,Непоследен
116900.0,Банишора,Двустаен,42.0,Тухла,2020.0,5.0,Непоследен
289000.0,Белите Брези,Тристаен,117.0,Тухла,2007.0,5.0,Непоследен
150000.0,ми 11-ти километър,Тристаен,62.0,Панел,1987.0,7.0,Непоследен
323892.0,Кръстова Вада,Тристаен,108.0,Тухла,2025.0,1.0,Непоследен
139000.0,Банишора,Двустаен,6007.0,Тухла,2025.0,2.0,Непоследен
249900.0,Манастирски Ливади,Двустаен,74.0,Тухла,2022.0,1.0,Първи жилищен
277000.0,Дружба 2,Двустаен,68.0,Тухла,2024.0,2.0,Непоследен
299000.0,Център,Тристаен,70.0,Тухла,1930.0,6.0,Последен етаж
367092.0,Подуяне,Многостаен,167.0,Тухла,2026.0,6.0,Непоследен
299900.0,Младост 4,Мезонет,133.0,ЕПК/ПК,1989.0,1.0,Първи жилищен
500000.0,Манастирски Ливади,Многостаен,301.0,Тухла,2022.0,1.0,Партер
270000.0,Красно Село,Тристаен,120.0,Тухла,2025.0,7.0,Непоследен
113000.0,Надежда 1,Двустаен,42.0,Панел,1980.0,6.0,Непоследен
559860.0,Център,Тристаен,140.0,Тухла,1943.0,2.0,Непоследен
430400.0,Хладилника,Тристаен,130.0,Тухла,2024.0,6.0,Непоследен
430400.0,Лозенец,Тристаен,130.0,Тухла,2024.0,6.0,Непоследен
413700.0,Лозенец,Двустаен,128.0,Тухла,2024.0,6.0,Първи жилищен
520000.0,Симеоново,Тристаен,110.0,Тухла,2024.0,1.0,Непоследен
136630.0,Малинова Долина,Двустаен,57.0,Тухла,2025.0,4.0,Непоследен
173000.0,Дружба 2,Двустаен,72.0,Тухла,2025.0,5.0,Непоследен
195000.0,Овча Купел,Тристаен,76.0,Тухла,2010.0,6.0,Последен етаж
174000.0,Обеля 2,Тристаен,92.0,Панел,1980.0,4.0,Непоследен
308315.0,Левски Г,Многостаен,230.0,Тухла,2027.0,8.0,Непоследен
221612.0,Левски Г,Тристаен,119.0,Тухла,2027.0,3.0,Непоследен
204650.0,Малинова Долина,Тристаен,86.0,Тухла,2025.0,3.0,Непоследен
388800.0,Кръстова Вада,Тристаен,108.0,Тухла,2025.0,1.0,Непоследен
189070.0,Триъгълника,Двустаен,73.0,Тухла,2020.0,1.0,Първи жилищен
195000.0,Дружба 1,Тристаен,67.0,ЕПК/ПК,1980.0,13.0,Непоследен
162500.0,Банишора,Тристаен,66.0,Панел,1985.0,4.0,Непоследен
264000.0,Кръстова Вада,Многостаен,139.0,Тухла,2025.0,4.0,Непоследен
292840.0,Дървеница,Тристаен,108.0,Тухла,2025.0,5.0,Непоследен
165354.0,Бояна,Двустаен,98.0,Тухла,2025.0,1.0,Партер
300000.0,Център,Тристаен,72.0,Тухла,1936.0,4.0,Последен етаж
271671.0,Витоша,Тристаен,112.0,Тухла,2025.0,3.0,Непоследен
368005.0,Витоша,Многостаен,152.0,Тухла,2025.0,3.0,Непоследен
373387.0,Витоша,Тристаен,167.0,Тухла,2025.0,4.0,Последен етаж
267345.0,Витоша,Тристаен,110.0,Тухла,2025.0,2.0,Непоследен
191147.0,Витоша,Двустаен,99.0,Тухла,2025.0,1.0,Първи жилищен
190927.0,Витоша,Двустаен,79.0,Тухла,2025.0,3.0,Непоследен
282958.0,Витоша,Тристаен,117.0,Тухла,2025.0,3.0,Непоследен
189452.0,Витоша,Двустаен,78.0,Тухла,2025.0,3.0,Непоследен
368005.0,Витоша,Многостаен,152.0,Тухла,2025.0,2.0,Непоследен
81900.0,Малинова Долина,Едностаен,47.0,Тухла,2024.0,3.0,Непоследен
166992.0,Надежда 4,Тристаен,45.0,Тухла,2025.0,5.0,Непоследен
233100.0,Подуяне,Тристаен,111.0,Тухла,2026.0,4.0,Непоследен
387500.0,Зона Б5,Тристаен,165.0,Тухла,2026.0,4.0,Непоследен
250000.0,Малинова Долина,Тристаен,95.0,Тухла,2025.0,1.0,Първи жилищен
182500.0,Зона Б5,Двустаен,56.0,ЕПК/ПК,1988.0,1.0,Първи жилищен
258000.0,Студентски Град,Тристаен,79.0,Тухла,,2.0,Непоследен
135000.0,Павлово,Двустаен,37.0,Тухла,2023.0,1.0,Партер
588000.0,Бояна,Многостаен,19602.0,Тухла,2023.0,1.0,Непоследен
129600.0,Витоша,Едностаен,60.0,Тухла,2020.0,1.0,Непоследен
256500.0,Студентски Град,Тристаен,172.0,Тухла,2024.0,6.0,Непоследен
308933.0,Малинова Долина,Многостаен,226.0,Тухла,2025.0,5.0,Последен етаж
199000.0,Студентски Град,Двустаен,65.0,Тухла,2024.0,3.0,Непоследен
229900.0,Младост 1,Тристаен,88.0,Панел,1971.0,3.0,Непоследен
189500.0,Банишора,Двустаен,76.0,Тухла,2024.0,2.0,Непоследен
328000.0,Център,Двустаен,63.0,Тухла,1960.0,,Непоследен
175000.0,Младост 4,Тристаен,88.0,Панел,1980.0,8.0,Последен етаж
200000.0,Бояна,Двустаен,75.0,Тухла,2013.0,1.0,Първи жилищен
192000.0,Център,Двустаен,64.0,Тухла,2010.0,3.0,Непоследен
112000.0,Манастирски Ливади,Едностаен,37.0,Тухла,2007.0,4.0,Непоследен
112000.0,Манастирски Ливади,Двустаен,63.0,Тухла,2008.0,4.0,Непоследен
182259.0,Малинова Долина,Двустаен,68.0,Тухла,2025.0,,Партер
147300.0,Овча Купел,Двустаен,74.0,Тухла,2027.0,4.0,Последен етаж
228400.0,Овча Купел,Тристаен,112.0,Тухла,2027.0,2.0,Непоследен
339000.0,Оборище,Тристаен,6271.0,Тухла,,1.0,
460000.0,м. Гърдова глава,Тристаен,13519.0,Тухла,,,
249418.0,Овча Купел,Тристаен,9125.0,Тухла,,1.0,
225000.0,Младост 1,Тристаен,109.0,Тухла,2023.0,9.0,Непоследен
166250.0,Дружба 1,Тристаен,95.0,Тухла,2025.0,3.0,Непоследен
105000.0,Красна Поляна,Двустаен,68.0,ЕПК/ПК,1980.0,1.0,Първи жилищен
147555.0,Овча Купел,Тристаен,86.0,Тухла,2024.0,4.0,Непоследен
263340.0,Манастирски Ливади,Тристаен,120.0,Тухла,2024.0,5.0,Непоследен
215000.0,Малинова Долина,Тристаен,98.0,Тухла,2026.0,,Непоследен
225000.0,Белите Брези,Двустаен,74.0,ЕПК/ПК,1986.0,8.0,Непоследен
192000.0,Дружба 1,Тристаен,78.0,ЕПК/ПК,1979.0,13.0,Непоследен
571554.0,Манастирски Ливади,Многостаен,27285.0,Тухла,,5.0,
105000.0,Люлин 5,Двустаен,48.0,Панел,1989.0,7.0,Последен етаж
240000.0,Илинден,Тристаен,137.0,Тухла,2023.0,2.0,Непоследен
292500.0,Илинден,Тристаен,120.0,Тухла,2023.0,3.0,Непоследен
660000.0,Център,Многостаен,180.0,Тухла,1930.0,2.0,
219900.0,Белите Брези,Двустаен,74.0,ЕПК/ПК,1980.0,9.0,Непоследен
185000.0,Красна Поляна,Тристаен,86.0,ЕПК/ПК,1980.0,7.0,Непоследен
267740.0,Драгалевци,Тристаен,122.0,Тухла,,1.0,Непоследен
505000.0,Бояна,Многостаен,201.0,Тухла,,5.0,Непоследен
420000.0,Бояна,Тристаен,169.0,Тухла,,5.0,Непоследен
308900.0,Център,Тристаен,104.0,Тухла,,1.0,Непоследен
330000.0,Център,Двустаен,81.0,Тухла,,2.0,Непоследен
280000.0,Лагера,Многостаен,131.0,Тухла,2025.0,5.0,Непоследен
93132.0,Люлин 6,Двустаен,68.0,Тухла,2026.0,4.0,Непоследен
185000.0,Манастирски Ливади,Двустаен,93.0,Тухла,2025.0,3.0,Непоследен
225000.0,Яворов,Двустаен,63.0,Тухла,1968.0,1.0,Непоследен
205000.0,Дианабад,Двустаен,74.0,Тухла,1980.0,13.0,Непоследен
339500.0,Витоша,Тристаен,189.0,Тухла,2019.0,1.0,Партер
98000.0,Люлин 7,Двустаен,44.0,Панел,1980.0,2.0,Непоследен
625000.0,Център,Многостаен,170.0,Тухла,2016.0,3.0,Непоследен
369000.0,Лозенец,Тристаен,91.0,Тухла,1968.0,2.0,Непоследен
225700.0,Манастирски Ливади,Тристаен,122.0,Тухла,2027.0,2.0,Непоследен
318596.0,Център,Двустаен,123.0,Тухла,2025.0,11.0,Непоследен
370400.0,Витоша,Ателие/Студио,1062.0,Тухла,,5.0,
99158.0,Дружба 1,Едностаен,5085.0,Тухла,2026.0,,Непоследен
265000.0,Лозенец,Тристаен,80.0,Тухла,2000.0,1.0,Непоследен
109000.0,Дружба 1,Двустаен,51.0,Панел,1985.0,2.0,Непоследен
266000.0,Кръстова Вада,Тристаен,103.0,Тухла,2024.0,3.0,Непоследен
135538.0,Люлин Център,Двустаен,77.0,Тухла,,1.0,Непоследен
136080.0,Люлин Център,Двустаен,78.0,Тухла,,2.0,Непоследен
595000.0,Витоша,Многостаен,270.0,Тухла,,3.0,Непоследен
505000.0,Бояна,Многостаен,201.0,Тухла,,5.0,Непоследен
505000.0,м. Гърдова глава,Многостаен,201.0,Тухла,,5.0,Непоследен
505000.0,Павлово,Многостаен,201.0,Тухла,,5.0,Непоследен
190000.0,Банишора,Двустаен,70.0,Тухла,,6.0,Последен етаж
157000.0,Овча Купел 1,Двустаен,73.0,Тухла,,9.0,Непоследен
291000.0,Овча Купел 1,Многостаен,149.0,Тухла,,9.0,Непоследен
135000.0,Овча Купел 1,Двустаен,69.0,Тухла,,9.0,Непоследен
155000.0,Овча Купел 1,Двустаен,81.0,Тухла,,7.0,Непоследен
129000.0,Овча Купел 1,Двустаен,68.0,Тухла,,8.0,Непоследен
307800.0,Манастирски Ливади,Двустаен,82.0,Тухла,,1.0,Непоследен
260000.0,Света Троица,Тристаен,86.0,Панел,,2.0,Непоследен
143668.0,Малинова Долина,Двустаен,73.0,Тухла,,6.0,Последен етаж
330693.0,Бояна,Тристаен,114.0,Тухла,,1.0,Непоследен
346147.0,Бояна,Тристаен,129.0,Тухла,,3.0,Непоследен
164000.0,Витоша,Двустаен,74.0,Тухла,2027.0,5.0,Непоследен
189000.0,Витоша,Двустаен,69.0,Тухла,2027.0,12.0,Непоследен
242000.0,Витоша,Тристаен,108.0,Тухла,2027.0,3.0,Непоследен
248000.0,Витоша,Тристаен,108.0,Тухла,2027.0,5.0,Непоследен
291000.0,Витоша,Тристаен,108.0,Тухла,2027.0,11.0,Непоследен
156780.0,Бояна,Двустаен,76.0,Тухла,2025.0,2.0,Непоследен
220930.0,Бояна,Тристаен,97.0,Тухла,2025.0,4.0,Непоследен
237960.0,Бояна,Тристаен,107.0,Тухла,2025.0,4.0,Непоследен
136070.0,Кръстова Вада,Двустаен,65.0,Тухла,2026.0,2.0,Непоследен
295450.0,Кръстова Вада,Тристаен,116.0,Тухла,2026.0,3.0,Непоследен
324990.0,Манастирски Ливади,Тристаен,143.0,Тухла,2025.0,1.0,Партер
98900.0,Западен Парк,Двустаен,371.0,Тухла,1964.0,1.0,Първи жилищен
275000.0,Малинова Долина,Многостаен,14673.0,Тухла,2025.0,4.0,Последен етаж
290000.0,Кръстова Вада,Тристаен,7988.0,Тухла,2025.0,1.0,Партер
495000.0,Център,Многостаен,106.0,Тухла,1960.0,2.0,Непоследен
660000.0,Център,Многостаен,192.0,Тухла,1930.0,2.0,Непоследен
240300.0,Център,Двустаен,65.0,Тухла,1958.0,1.0,Първи жилищен
420000.0,Хладилника,Тристаен,13145.0,Тухла,2024.0,4.0,Непоследен
325000.0,Бояна,Тристаен,11195.0,Тухла,2026.0,2.0,Непоследен
492210.0,Лозенец,Многостаен,12461.0,Тухла,2025.0,2.0,Непоследен
498880.0,Лозенец,Тристаен,12461.0,Тухла,2025.0,3.0,Непоследен
254200.0,Център,Двустаен,9066.0,Тухла,2024.0,9.0,Непоследен
195800.0,Център,Едностаен,604.0,Тухла,2024.0,8.0,Непоследен
430400.0,Хладилника,Тристаен,12995.0,Тухла,2024.0,6.0,Непоследен
187418.0,Малинова Долина,Двустаен,9864.0,Тухла,2025.0,2.0,Непоследен
400000.0,Хладилника,Двустаен,98.0,Тухла,2025.0,9.0,Непоследен
413700.0,Хладилника,Тристаен,12773.0,Тухла,2024.0,6.0,Непоследен
170000.0,Хаджи Димитър,Двустаен,68.0,Панел,1988.0,2.0,Непоследен
164999.0,Света Троица,Двустаен,64.0,Панел,1975.0,7.0,Непоследен
118000.0,Овча Купел,Двустаен,63.0,Тухла,2027.0,3.0,
234674.0,Подуяне,Тристаен,107.0,Тухла,2026.0,5.0,Непоследен
253846.0,Манастирски Ливади,Тристаен,88.0,Тухла,2022.0,,Непоследен
168900.0,Обеля 2,Тристаен,100.0,ЕПК/ПК,1990.0,13.0,Непоследен
159777.0,Овча Купел,Тристаен,93.0,Тухла,2023.0,1.0,Първи жилищен
65000.0,Сухата река,Едностаен,25.0,Панел,1990.0,2.0,Непоследен
255000.0,Студентски Град,Тристаен,79.0,Тухла,2020.0,2.0,Непоследен
184990.0,Обеля 1,Тристаен,66.0,Панел,1991.0,3.0,Непоследен
119000.0,Банишора,Двустаен,62.0,Тухла,2026.0,,Непоследен
99000.0,Люлин 6,Двустаен,80.0,Тухла,2019.0,4.0,Непоследен
138557.0,Люлин 2,Двустаен,68.0,Тухла,2025.0,2.0,Непоследен
195000.0,Света Троица,Многостаен,88.0,Панел,1978.0,1.0,Първи жилищен
205000.0,Овча Купел,Многостаен,84.0,Панел,1992.0,7.0,Непоследен
249000.0,Център,Мезонет,165.0,Тухла,2010.0,4.0,Последен етаж
105000.0,Мусагеница,Едностаен,33.0,ЕПК/ПК,1990.0,9.0,Непоследен
130000.0,Дружба 2,Двустаен,65.0,Панел,1980.0,3.0,Непоследен
173000.0,Дружба 2,Тристаен,90.0,Панел,1985.0,7.0,Непоследен
190000.0,Дружба 2,Тристаен,112.0,ЕПК/ПК,1980.0,,Първи жилищен
171900.0,Люлин 10,Двустаен,62.0,Тухла,2023.0,6.0,Непоследен
230000.0,Изток,Двустаен,80.0,Тухла,2003.0,6.0,Непоследен
316000.0,Полигона,Тристаен,129.0,Тухла,2025.0,2.0,Непоследен
128500.0,Студентски Град,Едностаен,40.0,Тухла,2020.0,7.0,Непоследен
128500.0,Витоша,Едностаен,40.0,Тухла,2020.0,7.0,Непоследен
89900.0,Люлин 5,Двустаен,42.0,Панел,1987.0,5.0,Непоследен
189999.0,Хаджи Димитър,Двустаен,65.0,Панел,1979.0,,Непоследен
290000.0,Център,Двустаен,70.0,Тухла,2009.0,6.0,Последен етаж
150000.0,Овча Купел 2,Тристаен,84.0,Тухла,2005.0,3.0,Непоследен
339000.0,Оборище,Тристаен,6271.0,Тухла,,1.0,
119000.0,Сердика,Двустаен,5012.0,Тухла,,7.0,
202000.0,Малинова Долина,Двустаен,74.0,Тухла,,6.0,
205000.0,Овча Купел 1,Тристаен,11037.0,Тухла,,2.0,
288000.0,Оборище,Едностаен,8075.0,Тухла,,1.0,
170751.0,Бояна,Едностаен,60.0,Тухла,2027.0,1.0,Първи жилищен
198930.0,Бъкстон,Тристаен,90.0,Тухла,2025.0,7.0,Непоследен
187149.0,Бояна,Двустаен,70.0,Тухла,2027.0,3.0,Непоследен
295000.0,Витоша,Тристаен,136.0,Тухла,2023.0,4.0,Непоследен
264087.0,Бъкстон,Тристаен,120.0,Тухла,2025.0,8.0,Непоследен
640000.0,Оборище,Многостаен,118.0,Тухла,,5.0,
415200.0,Център,Тристаен,88.0,Тухла,,1.0,
320000.0,Витоша,Тристаен,130.0,Тухла,2010.0,2.0,Непоследен
124171.0,м. Гърдова глава,Едностаен,5841.0,Тухла,2025.0,1.0,Непоследен
165354.0,м. Гърдова глава,Двустаен,7009.0,Тухла,2026.0,,Непоследен
274036.0,Малинова Долина,Двустаен,12554.0,Тухла,2025.0,1.0,Непоследен
195000.0,Връбница 1,Тристаен,99.0,Тухла,,7.0,Непоследен
167000.0,Овча Купел,Двустаен,66.0,Тухла,,3.0,Непоследен
230000.0,Овча Купел 1,Тристаен,116.0,Тухла,,6.0,Непоследен
167000.0,Овча Купел,Двустаен,63.0,Тухла,,3.0,Непоследен
473682.0,Бояна,Тристаен,143.0,Тухла,,3.0,Непоследен
474078.0,Бояна,Тристаен,144.0,Тухла,,3.0,Последен етаж
390902.0,Бояна,Тристаен,136.0,Тухла,,3.0,Непоследен
374615.0,Бояна,Тристаен,136.0,Тухла,,3.0,Непоследен
374532.0,Бояна,Тристаен,136.0,Тухла,,3.0,Непоследен
612288.0,Бояна,Многостаен,213.0,Тухла,,3.0,Непоследен
561264.0,Бояна,Многостаен,213.0,Тухла,,2.0,Непоследен
358327.0,Бояна,Тристаен,136.0,Тухла,,2.0,Непоследен
327936.0,Бояна,Тристаен,137.0,Тухла,,1.0,Непоследен
325680.0,Бояна,Тристаен,136.0,Тухла,,1.0,Непоследен
186000.0,Левски,Тристаен,92.0,Тухла,,4.0,Непоследен
299000.0,Лозенец,Тристаен,90.0,Тухла,,4.0,Непоследен
283000.0,Овча Купел 1,Многостаен,149.0,Тухла,,8.0,Непоследен
131000.0,Овча Купел 1,Двустаен,69.0,Тухла,,8.0,Непоследен
227000.0,Овча Купел 1,Тристаен,111.0,Тухла,,7.0,Непоследен
283000.0,Овча Купел 1,Многостаен,149.0,Тухла,,7.0,Непоследен
237000.0,Овча Купел 1,Тристаен,110.0,Тухла,,12.0,Непоследен
267000.0,Овча Купел 1,Тристаен,116.0,Тухла,,12.0,Непоследен
176000.0,Овча Купел 1,Двустаен,75.0,Тухла,,12.0,Непоследен
225000.0,Хиподрума,Двустаен,83.0,Тухла,,3.0,Непоследен
176000.0,Овча Купел 1,Двустаен,75.0,Тухла,,12.0,Непоследен
199000.0,Сердика,Двустаен,76.0,Тухла,,3.0,Непоследен
176000.0,Овча Купел 1,Двустаен,82.0,Тухла,,12.0,Непоследен
522538.0,Кръстова Вада,Тристаен,138.0,Тухла,,11.0,Непоследен
90000.0,Люлин 4,Двустаен,43.0,ЕПК/ПК,,2.0,Непоследен
301606.0,Кръстова Вада,Двустаен,80.0,Тухла,,6.0,Непоследен
290000.0,Кръстова Вада,Тристаен,92.0,Тухла,,2.0,Непоследен
235000.0,Кръстова Вада,Двустаен,75.0,Тухла,,3.0,Непоследен
146000.0,Овча Купел 1,Двустаен,68.0,Тухла,,12.0,Непоследен
238657.0,Бояна,Двустаен,102.0,Тухла,,3.0,Непоследен
237302.0,Бояна,Двустаен,104.0,Тухла,,1.0,Непоследен
206064.0,Бояна,Двустаен,95.0,Тухла,,1.0,Непоследен
240000.0,Младост 2,Двустаен,110.0,Тухла,2007.0,6.0,Непоследен
219850.0,Гоце Делчев,Двустаен,57.0,Панел,1979.0,6.0,Непоследен
253970.0,Горна Баня,Тристаен,121.0,Тухла,2026.0,2.0,Непоследен
272000.0,Малинова Долина,Тристаен,103.0,Тухла,2024.0,,Партер
386600.0,Манастирски Ливади,Многостаен,171.0,Тухла,2024.0,3.0,Непоследен
140000.0,Люлин 1,Едностаен,48.0,Панел,1980.0,5.0,Непоследен
400000.0,Иван Вазов,Тристаен,75.0,Тухла,,5.0,
188999.0,Овча Купел,Тристаен,76.0,Тухла,2010.0,6.0,Последен етаж
234321.0,Малинова Долина,Тристаен,123.0,Тухла,2025.0,3.0,Непоследен
430000.0,Стрелбище,Тристаен,122.0,Тухла,2025.0,5.0,Непоследен
197574.0,Малинова Долина,Двустаен,105.0,Тухла,2025.0,2.0,Непоследен
139584.0,Малинова Долина,Двустаен,74.0,Тухла,2025.0,1.0,Първи жилищен
220910.0,Малинова Долина,Тристаен,118.0,Тухла,2025.0,1.0,Партер
138973.0,Малинова Долина,Двустаен,74.0,Тухла,2025.0,2.0,Непоследен
150397.0,Малинова Долина,Двустаен,78.0,Тухла,2025.0,4.0,Непоследен
443092.0,Манастирски Ливади,Многостаен,188.0,Тухла,2023.0,4.0,Непоследен
448051.0,Манастирски Ливади,Тристаен,190.0,Тухла,2023.0,3.0,Непоследен
288508.0,Малинова Долина,Тристаен,132.0,Тухла,2025.0,1.0,Първи жилищен
90380.0,Малинова Долина,Едностаен,32.0,Тухла,2025.0,,Партер
190000.0,Малинова Долина,Тристаен,77.0,Тухла,2025.0,4.0,Последен етаж
190000.0,Дървеница,Тристаен,77.0,Тухла,2025.0,4.0,Последен етаж
180000.0,Студентски Град,Двустаен,71.0,Тухла,2021.0,5.0,Непоследен
119000.0,Люлин 10,Двустаен,46.0,ЕПК/ПК,1993.0,12.0,Непоследен
180000.0,Малинова Долина,Двустаен,71.0,Тухла,2021.0,5.0,Непоследен
177000.0,Студентски Град,Двустаен,52.0,Тухла,2020.0,7.0,Непоследен
177000.0,Витоша,Двустаен,52.0,Тухла,2020.0,7.0,Непоследен
199990.0,Младост 4,Тристаен,103.0,Тухла,2027.0,4.0,Непоследен
126530.0,Левски,Двустаен,76.0,Тухла,2026.0,2.0,Непоследен
260000.0,Славия,Тристаен,90.0,Тухла,1965.0,4.0,Непоследен
320000.0,Лозенец,Тристаен,89.0,ЕПК/ПК,1980.0,19.0,Непоследен
135000.0,Свобода,Двустаен,65.0,Панел,1970.0,2.0,Непоследен
480000.0,Център,Многостаен,132.0,Тухла,1935.0,1.0,Непоследен
440000.0,Лозенец,Многостаен,128.0,ЕПК/ПК,1980.0,2.0,Непоследен
205000.0,Мусагеница,Тристаен,90.0,Панел,1975.0,6.0,Непоследен
797000.0,София,Многостаен,145.0,Тухла,1934.0,4.0,
797000.0,Център,Многостаен,145.0,Тухла,1934.0,4.0,
147000.0,Свобода,Двустаен,67.0,Панел,1980.0,3.0,Непоследен
147000.0,Свобода,Двустаен,67.0,Панел,,3.0,Непоследен
254000.0,Малинова Долина,Тристаен,105.0,Тухла,2025.0,5.0,Последен етаж
179900.0,Манастирски Ливади,Двустаен,66.0,Тухла,2025.0,5.0,Непоследен
247000.0,Манастирски Ливади,Тристаен,123.0,Тухла,2027.0,2.0,Непоследен
207000.0,Манастирски Ливади,Двустаен,76.0,Тухла,2025.0,4.0,Непоследен
96000.0,Обеля 2,Едностаен,42.0,Панел,1985.0,3.0,Непоследен
230250.0,Бъкстон,Тристаен,104.0,Тухла,2025.0,11.0,Непоследен
179718.0,Бояна,Двустаен,63.0,Тухла,2027.0,2.0,Непоследен
195820.0,Бояна,Двустаен,69.0,Тухла,2027.0,3.0,Непоследен
336626.0,Бояна,Тристаен,127.0,Тухла,2027.0,3.0,Непоследен
118800.0,Дружба 1,Двустаен,40.0,ЕПК/ПК,1987.0,7.0,Непоследен
177768.0,Бояна,Тристаен,82.0,Тухла,2026.0,2.0,Непоследен
129000.0,Витоша,Двустаен,62.0,Тухла,2025.0,7.0,Непоследен
409915.0,Студентски Град,Тристаен,141.0,Тухла,,7.0,Непоследен
169291.0,Витоша,Двустаен,68.0,Тухла,,1.0,Непоследен
221500.0,Кръстова Вада,Тристаен,147.0,Тухла,,1.0,Непоследен
216832.0,Студентски Град,Двустаен,74.0,Тухла,,2.0,Непоследен
338500.0,Лозенец,Тристаен,86.0,Тухла,,1.0,Непоследен
272194.0,Кръстова Вада,Тристаен,146.0,Тухла,2025.0,5.0,Последен етаж
120990.0,Овча Купел 2,Двустаен,55.0,Тухла,2024.0,2.0,Непоследен
120990.0,м. Гърдова глава,Двустаен,55.0,Тухла,2024.0,2.0,Непоследен
120990.0,Карпузица,Двустаен,55.0,Тухла,2025.0,2.0,Непоследен
258310.0,Бояна,Тристаен,97.0,Тухла,2026.0,1.0,Партер
240000.0,Манастирски Ливади,Тристаен,173.0,Тухла,2025.0,5.0,Последен етаж
220078.0,Младост 2,Двустаен,93.0,Тухла,,1.0,Непоследен
228435.0,Младост 2,Двустаен,93.0,Тухла,,2.0,Непоследен
250722.0,Младост 2,Двустаен,92.0,Тухла,,3.0,Непоследен
191386.0,Младост 2,Двустаен,81.0,Тухла,,4.0,Непоследен
195823.0,Младост 2,Двустаен,77.0,Тухла,,4.0,Непоследен
195253.0,Младост 2,Двустаен,81.0,Тухла,,5.0,Непоследен
222027.0,Малинова Долина,Тристаен,111.0,Тухла,,1.0,Непоследен
145461.0,Малинова Долина,Двустаен,69.0,Тухла,,1.0,Непоследен
145461.0,Малинова Долина,Двустаен,69.0,Тухла,,4.0,Непоследен
229202.0,Малинова Долина,Тристаен,109.0,Тухла,,1.0,Непоследен
145461.0,Малинова Долина,Двустаен,69.0,Тухла,,2.0,Непоследен
240116.0,Малинова Долина,Тристаен,109.0,Тухла,,4.0,Непоследен
252456.0,Малинова Долина,Тристаен,115.0,Тухла,,4.0,Непоследен
185840.0,Овча Купел 1,Тристаен,108.0,Тухла,,2.0,Непоследен
133007.0,Овча Купел 1,Двустаен,77.0,Тухла,,3.0,Непоследен
147541.0,Овча Купел 1,Тристаен,85.0,Тухла,,4.0,Непоследен
233954.0,Овча Купел 1,Тристаен,136.0,Тухла,,1.0,Последен етаж
257811.0,Бояна,Тристаен,136.0,Тухла,,1.0,Непоследен
273280.0,Бояна,Тристаен,137.0,Тухла,,1.0,Непоследен
271400.0,Бояна,Тристаен,136.0,Тухла,,1.0,Непоследен
284970.0,Бояна,Тристаен,136.0,Тухла,,2.0,Непоследен
284970.0,Бояна,Тристаен,136.0,Тухла,,2.0,Непоследен
298606.0,Бояна,Тристаен,136.0,Тухла,,2.0,Непоследен
312179.0,Бояна,Тристаен,136.0,Тухла,,3.0,Непоследен
188600.0,Бояна,Двустаен,82.0,Тухла,,3.0,Непоследен
325752.0,Бояна,Тристаен,136.0,Тухла,,3.0,Непоследен
325752.0,Бояна,Тристаен,136.0,Тухла,,3.0,Непоследен
510240.0,Бояна,Многостаен,213.0,Тухла,,3.0,Непоследен
220800.0,Красно Село,Тристаен,92.0,Тухла,,1.0,Последен етаж
163200.0,Красно Село,Двустаен,68.0,Тухла,,2.0,Непоследен
217000.0,Редута,Двустаен,91.0,Тухла,,2.0,Непоследен
250000.0,Редута,Тристаен,104.0,Тухла,,2.0,Непоследен
250000.0,Редута,Тристаен,104.0,Тухла,,4.0,Непоследен
336000.0,Редута,Тристаен,140.0,Тухла,,6.0,Непоследен
193691.0,Оборище,Двустаен,75.0,Тухла,,2.0,Непоследен
360000.0,Кръстова Вада,Тристаен,133.0,Тухла,,6.0,Последен етаж
372679.0,Оборище,Тристаен,144.0,Тухла,,3.0,Непоследен
228402.0,Оборище,Двустаен,89.0,Тухла,,2.0,Непоследен
213750.0,Оборище,Двустаен,83.0,Тухла,,2.0,Непоследен
374842.0,Оборище,Тристаен,145.0,Тухла,,2.0,Непоследен
246092.0,Оборище,Двустаен,95.0,Тухла,,3.0,Непоследен
246092.0,Оборище,Двустаен,96.0,Тухла,,4.0,Непоследен
213750.0,Оборище,Двустаен,83.0,Тухла,,3.0,Непоследен
372679.0,Оборище,Тристаен,144.0,Тухла,,4.0,Непоследен
246092.0,Оборище,Двустаен,95.0,Тухла,,4.0,Непоследен
372679.0,Оборище,Тристаен,144.0,Тухла,,4.0,Непоследен
142000.0,Малинова Долина,Двустаен,70.0,Тухла,,2.0,Непоследен
195000.0,Зона Б18,Двустаен,65.0,Панел,,1.0,Непоследен
235000.0,Гоце Делчев,Двустаен,69.0,Тухла,,6.0,Непоследен
460000.0,Гоце Делчев,Тристаен,132.0,Тухла,,1.0,Непоследен
420000.0,Бояна,Тристаен,169.0,Тухла,,5.0,Непоследен
420000.0,м. Гърдова глава,Тристаен,169.0,Тухла,,5.0,Непоследен
420000.0,Павлово,Тристаен,169.0,Тухла,,5.0,Непоследен
420000.0,Бояна,Тристаен,169.0,Тухла,,5.0,Непоследен
650000.0,Изгрев,Тристаен,130.0,Тухла,,5.0,Непоследен
